,protein_id,path_id,main,sub,path,ecpath
549,WP_011132009.1,K15578,09100 Metabolism,09102 Energy metabolism,00910 Nitrogen metabolism [PATH:ko00910],"K15578  nrtC, nasD; nitrate/nitrite transport system ATP-binding protein [EC:7.3.2.4]"
550,WP_011132009.1,K15578,09130 Environmental Information Processing,09131 Membrane transport,02010 ABC transporters [PATH:ko02010],"K15578  nrtC, nasD; nitrate/nitrite transport system ATP-binding protein [EC:7.3.2.4]"
551,WP_011132009.1,K15578,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ko02000],"K15578  nrtC, nasD; nitrate/nitrite transport system ATP-binding protein [EC:7.3.2.4]"
552,WP_011132010.1,K01725,09100 Metabolism,09102 Energy metabolism,00910 Nitrogen metabolism [PATH:ko00910],K01725  cynS; cyanate lyase [EC:4.2.1.104]
553,WP_011132011.1,K03116,09120 Genetic Information Processing,"09123 Folding, sorting and degradation",03060 Protein export [PATH:ko03060],K03116  tatA; sec-independent protein translocase protein TatA
554,WP_011132011.1,K03116,09130 Environmental Information Processing,09131 Membrane transport,03070 Bacterial secretion system [PATH:ko03070],K03116  tatA; sec-independent protein translocase protein TatA
555,WP_011132011.1,K03116,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02044 Secretion system [BR:ko02044],K03116  tatA; sec-independent protein translocase protein TatA
556,WP_011132012.1,,,,,
557,WP_011132013.1,,,,,
558,WP_011132014.1,,,,,
559,WP_011132015.1,,,,,
560,WP_011132016.1,,,,,
561,WP_011132017.1,K09958,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99997 Function unknown,K09958  K09958; uncharacterized protein
562,WP_011132018.1,,,,,
563,WP_011132019.1,,,,,
564,WP_011132020.1,K09797,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99997 Function unknown,K09797  K09797; uncharacterized protein
565,WP_011132021.1,,,,,
566,WP_011132022.1,,,,,
567,WP_011132023.1,K03786,09100 Metabolism,09105 Amino acid metabolism,"00400 Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]","K03786  aroQ, qutE; 3-dehydroquinate dehydratase II [EC:4.2.1.10]"
568,WP_011132024.1,K06169,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03016 Transfer RNA biogenesis [BR:ko03016],K06169  miaE; tRNA 2-(methylsulfanyl)-N6-isopentenyladenosine37 hydroxylase [EC:1.14.99.69]
569,WP_011132025.1,K03394,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00860 Porphyrin metabolism [PATH:ko00860],K03394  cobI-cbiL; precorrin-2/cobalt-factor-2 C20-methyltransferase [EC:2.1.1.130 2.1.1.151]
570,WP_011132026.1,,,,,
571,WP_011132027.1,K03977,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03009 Ribosome biogenesis [BR:ko03009],"K03977  engA, der; GTPase"
572,WP_011132028.1,K16785,09130 Environmental Information Processing,09131 Membrane transport,02010 ABC transporters [PATH:ko02010],K16785  ecfT; energy-coupling factor transport system permease protein
573,WP_011132028.1,K16785,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ko02000],K16785  ecfT; energy-coupling factor transport system permease protein
574,WP_011132029.1,K14518,09190 Not Included in Pathway or Brite,09191 Unclassified: metabolism,99982 Energy metabolism,K14518  pipX; PII interaction protein X
575,WP_011132030.1,K06997,09190 Not Included in Pathway or Brite,09191 Unclassified: metabolism,99985 Amino acid metabolism,"K06997  yggS, PROSC; PLP dependent protein"
576,WP_011132031.1,K09772,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03036 Chromosome and associated proteins [BR:ko03036],K09772  sepF; cell division inhibitor SepF
577,WP_011132032.1,K00286,09100 Metabolism,09105 Amino acid metabolism,00330 Arginine and proline metabolism [PATH:ko00330],K00286  proC; pyrroline-5-carboxylate reductase [EC:1.5.1.2]
578,WP_011132033.1,,,,,
579,WP_011132034.1,K03584,09120 Genetic Information Processing,09124 Replication and repair,03440 Homologous recombination [PATH:ko03440],K03584  recO; DNA repair protein RecO (recombination protein O)
580,WP_011132034.1,K03584,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03400 DNA repair and recombination proteins [BR:ko03400],K03584  recO; DNA repair protein RecO (recombination protein O)
581,WP_011132035.1,,,,,
582,WP_011132036.1,K05808,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03009 Ribosome biogenesis [BR:ko03009],K05808  yhbH; putative sigma-54 modulation protein
583,WP_011132037.1,K03801,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00785 Lipoic acid metabolism [PATH:ko00785],K03801  lipB; lipoyl(octanoyl) transferase [EC:2.3.1.181]
584,WP_011132038.1,K01897,09100 Metabolism,09103 Lipid metabolism,00061 Fatty acid biosynthesis [PATH:ko00061],"K01897  ACSL, fadD; long-chain acyl-CoA synthetase [EC:6.2.1.3]"
585,WP_011132038.1,K01897,09100 Metabolism,09103 Lipid metabolism,00071 Fatty acid degradation [PATH:ko00071],"K01897  ACSL, fadD; long-chain acyl-CoA synthetase [EC:6.2.1.3]"
586,WP_011132038.1,K01897,09140 Cellular Processes,09141 Transport and catabolism,04146 Peroxisome [PATH:ko04146],"K01897  ACSL, fadD; long-chain acyl-CoA synthetase [EC:6.2.1.3]"
587,WP_011132038.1,K01897,09140 Cellular Processes,09143 Cell growth and death,04216 Ferroptosis [PATH:ko04216],"K01897  ACSL, fadD; long-chain acyl-CoA synthetase [EC:6.2.1.3]"
588,WP_011132038.1,K01897,09140 Cellular Processes,09145 Cellular community - prokaryotes,02024 Quorum sensing [PATH:ko02024],"K01897  ACSL, fadD; long-chain acyl-CoA synthetase [EC:6.2.1.3]"
589,WP_011132038.1,K01897,09150 Organismal Systems,09152 Endocrine system,04920 Adipocytokine signaling pathway [PATH:ko04920],"K01897  ACSL, fadD; long-chain acyl-CoA synthetase [EC:6.2.1.3]"
590,WP_011132038.1,K01897,09150 Organismal Systems,09152 Endocrine system,03320 PPAR signaling pathway [PATH:ko03320],"K01897  ACSL, fadD; long-chain acyl-CoA synthetase [EC:6.2.1.3]"
591,WP_011132038.1,K01897,09150 Organismal Systems,09159 Environmental adaptation,04714 Thermogenesis [PATH:ko04714],"K01897  ACSL, fadD; long-chain acyl-CoA synthetase [EC:6.2.1.3]"
592,WP_011132038.1,K01897,09180 Brite Hierarchies,09181 Protein families: metabolism,01004 Lipid biosynthesis proteins [BR:ko01004],"K01897  ACSL, fadD; long-chain acyl-CoA synthetase [EC:6.2.1.3]"
593,WP_011132038.1,K01897,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,04147 Exosome [BR:ko04147],"K01897  ACSL, fadD; long-chain acyl-CoA synthetase [EC:6.2.1.3]"
594,WP_011132039.1,,,,,
595,WP_011132040.1,,,,,
596,WP_011132041.1,K00627,09100 Metabolism,09101 Carbohydrate metabolism,00010 Glycolysis / Gluconeogenesis [PATH:ko00010],"K00627  DLAT, aceF, pdhC; pyruvate dehydrogenase E2 component (dihydrolipoamide acetyltransferase) [EC:2.3.1.12]"
597,WP_011132041.1,K00627,09100 Metabolism,09101 Carbohydrate metabolism,00020 Citrate cycle (TCA cycle) [PATH:ko00020],"K00627  DLAT, aceF, pdhC; pyruvate dehydrogenase E2 component (dihydrolipoamide acetyltransferase) [EC:2.3.1.12]"
598,WP_011132041.1,K00627,09100 Metabolism,09101 Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ko00620],"K00627  DLAT, aceF, pdhC; pyruvate dehydrogenase E2 component (dihydrolipoamide acetyltransferase) [EC:2.3.1.12]"
599,WP_011132042.1,K07568,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03016 Transfer RNA biogenesis [BR:ko03016],K07568  queA; S-adenosylmethionine:tRNA ribosyltransferase-isomerase [EC:2.4.99.17]
600,WP_011132043.1,K01738,09100 Metabolism,09102 Energy metabolism,00920 Sulfur metabolism [PATH:ko00920],K01738  cysK; cysteine synthase [EC:2.5.1.47]
601,WP_011132043.1,K01738,09100 Metabolism,09105 Amino acid metabolism,00270 Cysteine and methionine metabolism [PATH:ko00270],K01738  cysK; cysteine synthase [EC:2.5.1.47]
602,WP_011132044.1,K01739,09100 Metabolism,09102 Energy metabolism,00920 Sulfur metabolism [PATH:ko00920],K01739  metB; cystathionine gamma-synthase [EC:2.5.1.48]
603,WP_011132044.1,K01739,09100 Metabolism,09105 Amino acid metabolism,00270 Cysteine and methionine metabolism [PATH:ko00270],K01739  metB; cystathionine gamma-synthase [EC:2.5.1.48]
604,WP_011132044.1,K01739,09100 Metabolism,09106 Metabolism of other amino acids,00450 Selenocompound metabolism [PATH:ko00450],K01739  metB; cystathionine gamma-synthase [EC:2.5.1.48]
605,WP_011132045.1,K01758,09100 Metabolism,09105 Amino acid metabolism,"00260 Glycine, serine and threonine metabolism [PATH:ko00260]",K01758  CTH; cystathionine gamma-lyase [EC:4.4.1.1]
606,WP_011132045.1,K01758,09100 Metabolism,09105 Amino acid metabolism,00270 Cysteine and methionine metabolism [PATH:ko00270],K01758  CTH; cystathionine gamma-lyase [EC:4.4.1.1]
607,WP_011132045.1,K01758,09100 Metabolism,09106 Metabolism of other amino acids,00450 Selenocompound metabolism [PATH:ko00450],K01758  CTH; cystathionine gamma-lyase [EC:4.4.1.1]
608,WP_011132045.1,K01758,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,04147 Exosome [BR:ko04147],K01758  CTH; cystathionine gamma-lyase [EC:4.4.1.1]
609,WP_011132046.1,K02986,09120 Genetic Information Processing,09122 Translation,03010 Ribosome [PATH:ko03010],"K02986  RP-S4, rpsD; small subunit ribosomal protein S4"
610,WP_011132046.1,K02986,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03011 Ribosome [BR:ko03011],"K02986  RP-S4, rpsD; small subunit ribosomal protein S4"
611,WP_011132047.1,K08998,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99997 Function unknown,K08998  K08998; uncharacterized protein
612,WP_011132048.1,,,,,
613,WP_011132049.1,K01928,09100 Metabolism,09105 Amino acid metabolism,00300 Lysine biosynthesis [PATH:ko00300],"K01928  murE; UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase [EC:6.3.2.13]"
614,WP_011132049.1,K01928,09100 Metabolism,09107 Glycan biosynthesis and metabolism,00550 Peptidoglycan biosynthesis [PATH:ko00550],"K01928  murE; UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase [EC:6.3.2.13]"
615,WP_011132049.1,K01928,09180 Brite Hierarchies,09181 Protein families: metabolism,01011 Peptidoglycan biosynthesis and degradation proteins [BR:ko01011],"K01928  murE; UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase [EC:6.3.2.13]"
616,WP_011132050.1,,,,,
617,WP_011132051.1,K11325,09190 Not Included in Pathway or Brite,09191 Unclassified: metabolism,99985 Amino acid metabolism,K11325  K11325; L-cysteine/cystine lyase
618,WP_011132052.1,K07755,09160 Human Diseases,09161 Cancer: overview,05208 Chemical carcinogenesis - reactive oxygen species [PATH:ko05208],K07755  AS3MT; arsenite methyltransferase [EC:2.1.1.137]
619,WP_011132054.1,,,,,
620,WP_011132055.1,K00116,09100 Metabolism,09101 Carbohydrate metabolism,00020 Citrate cycle (TCA cycle) [PATH:ko00020],K00116  mqo; malate dehydrogenase (quinone) [EC:1.1.5.4]
621,WP_011132055.1,K00116,09100 Metabolism,09101 Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ko00620],K00116  mqo; malate dehydrogenase (quinone) [EC:1.1.5.4]
622,WP_011132056.1,K03596,09160 Human Diseases,09171 Infectious disease: bacterial,05134 Legionellosis [PATH:ko05134],K03596  lepA; GTP-binding protein LepA
623,WP_011132058.1,K00556,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03016 Transfer RNA biogenesis [BR:ko03016],K00556  trmH; tRNA (guanosine-2'-O-)-methyltransferase [EC:2.1.1.34]
624,WP_011132059.1,,,,,
625,WP_011132060.1,,,,,
626,WP_011132061.1,K06876,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03400 DNA repair and recombination proteins [BR:ko03400],K06876  phrB; (6-4)DNA photolyase [EC:4.1.99.13]
627,WP_011132062.1,K03500,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03009 Ribosome biogenesis [BR:ko03009],"K03500  rsmB, sun; 16S rRNA (cytosine967-C5)-methyltransferase [EC:2.1.1.176]"
628,WP_011132063.1,K05366,09100 Metabolism,09107 Glycan biosynthesis and metabolism,00550 Peptidoglycan biosynthesis [PATH:ko00550],K05366  mrcA; penicillin-binding protein 1A [EC:2.4.1.129 3.4.16.4]
629,WP_011132063.1,K05366,09160 Human Diseases,09175 Drug resistance: antimicrobial,01501 beta-Lactam resistance [PATH:ko01501],K05366  mrcA; penicillin-binding protein 1A [EC:2.4.1.129 3.4.16.4]
630,WP_011132063.1,K05366,09180 Brite Hierarchies,09181 Protein families: metabolism,01003 Glycosyltransferases [BR:ko01003],K05366  mrcA; penicillin-binding protein 1A [EC:2.4.1.129 3.4.16.4]
631,WP_011132063.1,K05366,09180 Brite Hierarchies,09181 Protein families: metabolism,01011 Peptidoglycan biosynthesis and degradation proteins [BR:ko01011],K05366  mrcA; penicillin-binding protein 1A [EC:2.4.1.129 3.4.16.4]
632,WP_011132064.1,K04040,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00860 Porphyrin metabolism [PATH:ko00860],"K04040  chlG, bchG; chlorophyll/bacteriochlorophyll a synthase [EC:2.5.1.62 2.5.1.133]"
633,WP_011132064.1,K04040,09180 Brite Hierarchies,09181 Protein families: metabolism,01006 Prenyltransferases [BR:ko01006],"K04040  chlG, bchG; chlorophyll/bacteriochlorophyll a synthase [EC:2.5.1.62 2.5.1.133]"
634,WP_011132065.1,,,,,
635,WP_011132066.1,K02500,09100 Metabolism,09105 Amino acid metabolism,00340 Histidine metabolism [PATH:ko00340],K02500  hisF; imidazole glycerol-phosphate synthase subunit HisF [EC:4.3.2.10]
636,WP_011132067.1,K23095,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00130 Ubiquinone and other terpenoid-quinone biosynthesis [PATH:ko00130],"K23095  MENG, menG; demethylphylloquinol methyltransferase [EC:2.1.1.329]"
637,WP_011132069.1,K03524,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00780 Biotin metabolism [PATH:ko00780],"K03524  birA; BirA family transcriptional regulator, biotin operon repressor / biotin---[acetyl-CoA-carboxylase] ligase [EC:6.3.4.15]"
638,WP_011132069.1,K03524,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03000 Transcription factors [BR:ko03000],"K03524  birA; BirA family transcriptional regulator, biotin operon repressor / biotin---[acetyl-CoA-carboxylase] ligase [EC:6.3.4.15]"
639,WP_011132070.1,K02003,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ko02000],K02003  ABC.CD.A; putative ABC transport system ATP-binding protein
640,WP_011132071.1,K05573,09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ko00190],K05573  ndhB; NAD(P)H-quinone oxidoreductase subunit 2 [EC:7.1.1.2]
641,WP_011132072.1,K03168,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03032 DNA replication proteins [BR:ko03032],K03168  topA; DNA topoisomerase I [EC:5.6.2.1]
642,WP_011132072.1,K03168,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03400 DNA repair and recombination proteins [BR:ko03400],K03168  topA; DNA topoisomerase I [EC:5.6.2.1]
643,WP_011132073.1,,,,,
644,WP_011132074.1,,,,,
645,WP_011132075.1,,,,,
646,WP_011132076.1,,,,,
647,WP_011132077.1,K07079,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99997 Function unknown,K07079  K07079; uncharacterized protein
648,WP_011132078.1,K00793,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00740 Riboflavin metabolism [PATH:ko00740],"K00793  ribE, RIB5; riboflavin synthase [EC:2.5.1.9]"
649,WP_011132079.1,,,,,
650,WP_011132080.1,K02276,09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ko00190],"K02276  coxC, ctaE; cytochrome c oxidase subunit III [EC:7.1.1.9]"
651,WP_011132081.1,K02274,09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ko00190],"K02274  coxA, ctaD; cytochrome c oxidase subunit I [EC:7.1.1.9]"
652,WP_011132082.1,K02275,09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ko00190],"K02275  coxB, ctaC; cytochrome c oxidase subunit II [EC:7.1.1.9]"
653,WP_011132085.1,K01990,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ko02000],K01990  ABC-2.A; ABC-2 type transport system ATP-binding protein
654,WP_011132086.1,K01992,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ko02000],K01992  ABC-2.P; ABC-2 type transport system permease protein
655,WP_011132087.1,,,,,
656,WP_011132088.1,K04077,09120 Genetic Information Processing,"09123 Folding, sorting and degradation",03018 RNA degradation [PATH:ko03018],"K04077  groEL, HSPD1; chaperonin GroEL"
657,WP_011132088.1,K04077,09150 Organismal Systems,09149 Aging,04212 Longevity regulating pathway - worm [PATH:ko04212],"K04077  groEL, HSPD1; chaperonin GroEL"
658,WP_011132088.1,K04077,09160 Human Diseases,09171 Infectious disease: bacterial,05134 Legionellosis [PATH:ko05134],"K04077  groEL, HSPD1; chaperonin GroEL"
659,WP_011132088.1,K04077,09160 Human Diseases,09171 Infectious disease: bacterial,05152 Tuberculosis [PATH:ko05152],"K04077  groEL, HSPD1; chaperonin GroEL"
660,WP_011132088.1,K04077,09160 Human Diseases,09166 Cardiovascular disease,05417 Lipid and atherosclerosis [PATH:ko05417],"K04077  groEL, HSPD1; chaperonin GroEL"
661,WP_011132088.1,K04077,09160 Human Diseases,09167 Endocrine and metabolic disease,04940 Type I diabetes mellitus [PATH:ko04940],"K04077  groEL, HSPD1; chaperonin GroEL"
662,WP_011132088.1,K04077,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03019 Messenger RNA biogenesis [BR:ko03019],"K04077  groEL, HSPD1; chaperonin GroEL"
663,WP_011132088.1,K04077,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03110 Chaperones and folding catalysts [BR:ko03110],"K04077  groEL, HSPD1; chaperonin GroEL"
664,WP_011132088.1,K04077,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03029 Mitochondrial biogenesis [BR:ko03029],"K04077  groEL, HSPD1; chaperonin GroEL"
665,WP_011132088.1,K04077,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,04147 Exosome [BR:ko04147],"K04077  groEL, HSPD1; chaperonin GroEL"
666,WP_011132089.1,K00059,09100 Metabolism,09103 Lipid metabolism,00061 Fatty acid biosynthesis [PATH:ko00061],"K00059  fabG, OAR1; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]"
667,WP_011132089.1,K00059,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00780 Biotin metabolism [PATH:ko00780],"K00059  fabG, OAR1; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]"
668,WP_011132089.1,K00059,09100 Metabolism,09110 Biosynthesis of other secondary metabolites,00333 Prodigiosin biosynthesis [PATH:ko00333],"K00059  fabG, OAR1; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]"
669,WP_011132089.1,K00059,09180 Brite Hierarchies,09181 Protein families: metabolism,01004 Lipid biosynthesis proteins [BR:ko01004],"K00059  fabG, OAR1; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]"
670,WP_011132090.1,K00991,09100 Metabolism,09109 Metabolism of terpenoids and polyketides,00900 Terpenoid backbone biosynthesis [PATH:ko00900],K00991  ispD; 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase [EC:2.7.7.60]
671,WP_011132091.1,K01297,09180 Brite Hierarchies,09181 Protein families: metabolism,01002 Peptidases and inhibitors [BR:ko01002],K01297  ldcA; muramoyltetrapeptide carboxypeptidase [EC:3.4.17.13]
672,WP_011132091.1,K01297,09180 Brite Hierarchies,09181 Protein families: metabolism,01011 Peptidoglycan biosynthesis and degradation proteins [BR:ko01011],K01297  ldcA; muramoyltetrapeptide carboxypeptidase [EC:3.4.17.13]
673,WP_011132092.1,K03179,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00130 Ubiquinone and other terpenoid-quinone biosynthesis [PATH:ko00130],K03179  ubiA; 4-hydroxybenzoate polyprenyltransferase [EC:2.5.1.39]
674,WP_011132092.1,K03179,09180 Brite Hierarchies,09181 Protein families: metabolism,01006 Prenyltransferases [BR:ko01006],K03179  ubiA; 4-hydroxybenzoate polyprenyltransferase [EC:2.5.1.39]
675,WP_011132093.1,K01524,09100 Metabolism,09104 Nucleotide metabolism,00230 Purine metabolism [PATH:ko00230],"K01524  ppx-gppA; exopolyphosphatase / guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase [EC:3.6.1.11 3.6.1.40]"
676,WP_011132094.1,,,,,
677,WP_011132095.1,K05936,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00860 Porphyrin metabolism [PATH:ko00860],"K05936  cobM, cbiF; precorrin-4/cobalt-precorrin-4 C11-methyltransferase [EC:2.1.1.133 2.1.1.271]"
678,WP_011132096.1,K13292,09190 Not Included in Pathway or Brite,09191 Unclassified: metabolism,99980 Enzymes with EC numbers,"K13292  lgt, umpA; phosphatidylglycerol---prolipoprotein diacylglyceryl transferase [EC:2.5.1.145]"
679,WP_011132098.1,K02636,09100 Metabolism,09102 Energy metabolism,00195 Photosynthesis [PATH:ko00195],K02636  petC; cytochrome b6-f complex iron-sulfur subunit [EC:7.1.1.6]
680,WP_011132098.1,K02636,09180 Brite Hierarchies,09181 Protein families: metabolism,00194 Photosynthesis proteins [BR:ko00194],K02636  petC; cytochrome b6-f complex iron-sulfur subunit [EC:7.1.1.6]
681,WP_011132099.1,,,,,
682,WP_011132100.1,K03118,09120 Genetic Information Processing,"09123 Folding, sorting and degradation",03060 Protein export [PATH:ko03060],K03118  tatC; sec-independent protein translocase protein TatC
683,WP_011132100.1,K03118,09130 Environmental Information Processing,09131 Membrane transport,03070 Bacterial secretion system [PATH:ko03070],K03118  tatC; sec-independent protein translocase protein TatC
684,WP_011132100.1,K03118,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02044 Secretion system [BR:ko02044],K03118  tatC; sec-independent protein translocase protein TatC
685,WP_011132101.1,,,,,
686,WP_011132102.1,,,,,
687,WP_011132103.1,K00942,09100 Metabolism,09104 Nucleotide metabolism,00230 Purine metabolism [PATH:ko00230],"K00942  gmk, GUK1; guanylate kinase [EC:2.7.4.8]"
688,WP_011132104.1,K02697,09100 Metabolism,09102 Energy metabolism,00195 Photosynthesis [PATH:ko00195],K02697  psaJ; photosystem I subunit IX
689,WP_011132104.1,K02697,09180 Brite Hierarchies,09181 Protein families: metabolism,00194 Photosynthesis proteins [BR:ko00194],K02697  psaJ; photosystem I subunit IX
690,WP_011132105.1,K02694,09100 Metabolism,09102 Energy metabolism,00195 Photosynthesis [PATH:ko00195],K02694  psaF; photosystem I subunit III
691,WP_011132105.1,K02694,09180 Brite Hierarchies,09181 Protein families: metabolism,00194 Photosynthesis proteins [BR:ko00194],K02694  psaF; photosystem I subunit III
692,WP_011132106.1,K25706,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03016 Transfer RNA biogenesis [BR:ko03016],K25706  tsaD; tRNA N6-adenosine threonylcarbamoyltransferase [EC:2.3.1.234]
693,WP_011132107.1,,,,,
694,WP_011132108.1,,,,,
695,WP_011132109.1,K01885,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00860 Porphyrin metabolism [PATH:ko00860],"K01885  EARS, gltX; glutamyl-tRNA synthetase [EC:6.1.1.17]"
696,WP_011132109.1,K01885,09120 Genetic Information Processing,09122 Translation,00970 Aminoacyl-tRNA biosynthesis [PATH:ko00970],"K01885  EARS, gltX; glutamyl-tRNA synthetase [EC:6.1.1.17]"
697,WP_011132109.1,K01885,09180 Brite Hierarchies,09181 Protein families: metabolism,01007 Amino acid related enzymes [BR:ko01007],"K01885  EARS, gltX; glutamyl-tRNA synthetase [EC:6.1.1.17]"
698,WP_011132109.1,K01885,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03016 Transfer RNA biogenesis [BR:ko03016],"K01885  EARS, gltX; glutamyl-tRNA synthetase [EC:6.1.1.17]"
699,WP_011132109.1,K01885,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02048 Prokaryotic defense system [BR:ko02048],"K01885  EARS, gltX; glutamyl-tRNA synthetase [EC:6.1.1.17]"
700,WP_011132111.1,,,,,
701,WP_011132112.1,K01265,09180 Brite Hierarchies,09181 Protein families: metabolism,01002 Peptidases and inhibitors [BR:ko01002],K01265  map; methionyl aminopeptidase [EC:3.4.11.18]
702,WP_011132113.1,K20024,09100 Metabolism,09103 Lipid metabolism,00561 Glycerolipid metabolism [PATH:ko00561],K20024  mgdE; monoglucosyldiacylglycerol epimerase [EC:5.1.3.34]
703,WP_011132114.1,K06873,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99997 Function unknown,K06873  K06873; uncharacterized protein
704,WP_011132115.1,,,,,
705,WP_011132116.1,K09767,09190 Not Included in Pathway or Brite,09193 Unclassified: signaling and cellular processes,99995 Signaling proteins,K09767  yajQ; cyclic-di-GMP-binding protein
706,WP_011132117.1,,,,,
707,WP_011132118.1,K01845,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00860 Porphyrin metabolism [PATH:ko00860],"K01845  hemL; glutamate-1-semialdehyde 2,1-aminomutase [EC:5.4.3.8]"
708,WP_011132118.1,K01845,09180 Brite Hierarchies,09181 Protein families: metabolism,01007 Amino acid related enzymes [BR:ko01007],"K01845  hemL; glutamate-1-semialdehyde 2,1-aminomutase [EC:5.4.3.8]"
709,WP_011132119.1,K01142,09120 Genetic Information Processing,09124 Replication and repair,03410 Base excision repair [PATH:ko03410],"K01142  E3.1.11.2, xthA; exodeoxyribonuclease III [EC:3.1.11.2]"
710,WP_011132119.1,K01142,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03400 DNA repair and recombination proteins [BR:ko03400],"K01142  E3.1.11.2, xthA; exodeoxyribonuclease III [EC:3.1.11.2]"
711,WP_011132121.1,,,,,
712,WP_011132122.1,K09121,09190 Not Included in Pathway or Brite,09191 Unclassified: metabolism,99980 Enzymes with EC numbers,"K09121  larC; pyridinium-3,5-bisthiocarboxylic acid mononucleotide nickel chelatase [EC:4.99.1.12]"
713,WP_011132123.1,K07027,09190 Not Included in Pathway or Brite,09191 Unclassified: metabolism,99986 Glycan metabolism,K07027  K07027; glycosyltransferase 2 family protein
714,WP_011132125.1,,,,,
715,WP_011132126.1,K01724,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00790 Folate biosynthesis [PATH:ko00790],"K01724  PCBD, phhB; 4a-hydroxytetrahydrobiopterin dehydratase [EC:4.2.1.96]"
716,WP_011132126.1,K01724,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,04147 Exosome [BR:ko04147],"K01724  PCBD, phhB; 4a-hydroxytetrahydrobiopterin dehydratase [EC:4.2.1.96]"
717,WP_011132127.1,,,,,
718,WP_011132128.1,K01299,09180 Brite Hierarchies,09181 Protein families: metabolism,01002 Peptidases and inhibitors [BR:ko01002],K01299  E3.4.17.19; carboxypeptidase Taq [EC:3.4.17.19]
