,protein_id,path_id,main,sub,path,ecpath
1747,WP_014951245.1,K00324,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00760 Nicotinate and nicotinamide metabolism [PATH:ko00760],K00324  pntA; H+-translocating NAD(P) transhydrogenase subunit alpha [EC:1.6.1.2 7.1.1.1]
1748,WP_014951260.1,,,,,
1749,WP_014951264.1,K02297,09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ko00190],K02297  cyoA; cytochrome o ubiquinol oxidase subunit II [EC:7.1.1.3]
1750,WP_014951265.1,,,,,
1751,WP_014951270.1,K04077,09120 Genetic Information Processing,"09123 Folding, sorting and degradation",03018 RNA degradation [PATH:ko03018],"K04077  groEL, HSPD1; chaperonin GroEL"
1752,WP_014951270.1,K04077,09150 Organismal Systems,09149 Aging,04212 Longevity regulating pathway - worm [PATH:ko04212],"K04077  groEL, HSPD1; chaperonin GroEL"
1753,WP_014951270.1,K04077,09160 Human Diseases,09171 Infectious disease: bacterial,05134 Legionellosis [PATH:ko05134],"K04077  groEL, HSPD1; chaperonin GroEL"
1754,WP_014951270.1,K04077,09160 Human Diseases,09171 Infectious disease: bacterial,05152 Tuberculosis [PATH:ko05152],"K04077  groEL, HSPD1; chaperonin GroEL"
1755,WP_014951270.1,K04077,09160 Human Diseases,09166 Cardiovascular disease,05417 Lipid and atherosclerosis [PATH:ko05417],"K04077  groEL, HSPD1; chaperonin GroEL"
1756,WP_014951270.1,K04077,09160 Human Diseases,09167 Endocrine and metabolic disease,04940 Type I diabetes mellitus [PATH:ko04940],"K04077  groEL, HSPD1; chaperonin GroEL"
1757,WP_014951270.1,K04077,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03019 Messenger RNA biogenesis [BR:ko03019],"K04077  groEL, HSPD1; chaperonin GroEL"
1758,WP_014951270.1,K04077,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03110 Chaperones and folding catalysts [BR:ko03110],"K04077  groEL, HSPD1; chaperonin GroEL"
1759,WP_014951270.1,K04077,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03029 Mitochondrial biogenesis [BR:ko03029],"K04077  groEL, HSPD1; chaperonin GroEL"
1760,WP_014951270.1,K04077,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,04147 Exosome [BR:ko04147],"K04077  groEL, HSPD1; chaperonin GroEL"
1761,WP_014951285.1,,,,,
1762,WP_014951287.1,K02030,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ko02000],K02030  ABC.PA.S; polar amino acid transport system substrate-binding protein
1763,WP_014951289.1,K05540,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03016 Transfer RNA biogenesis [BR:ko03016],K05540  dusB; tRNA-dihydrouridine synthase B [EC:1.-.-.-]
1764,WP_014951296.1,K00855,09100 Metabolism,09102 Energy metabolism,00710 Carbon fixation in photosynthetic organisms [PATH:ko00710],"K00855  PRK, prkB; phosphoribulokinase [EC:2.7.1.19]"
1765,WP_014951299.1,K07638,09130 Environmental Information Processing,09132 Signal transduction,02020 Two-component system [PATH:ko02020],"K07638  envZ; two-component system, OmpR family, osmolarity sensor histidine kinase EnvZ [EC:2.7.13.3]"
1766,WP_014951299.1,K07638,09140 Cellular Processes,09145 Cellular community - prokaryotes,02026 Biofilm formation - Escherichia coli [PATH:ko02026],"K07638  envZ; two-component system, OmpR family, osmolarity sensor histidine kinase EnvZ [EC:2.7.13.3]"
1767,WP_014951299.1,K07638,09180 Brite Hierarchies,09181 Protein families: metabolism,01001 Protein kinases [BR:ko01001],"K07638  envZ; two-component system, OmpR family, osmolarity sensor histidine kinase EnvZ [EC:2.7.13.3]"
1768,WP_014951299.1,K07638,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02022 Two-component system [BR:ko02022],"K07638  envZ; two-component system, OmpR family, osmolarity sensor histidine kinase EnvZ [EC:2.7.13.3]"
1769,WP_014951311.1,K02458,09130 Environmental Information Processing,09131 Membrane transport,03070 Bacterial secretion system [PATH:ko03070],K02458  gspI; general secretion pathway protein I
1770,WP_014951311.1,K02458,09140 Cellular Processes,09145 Cellular community - prokaryotes,05111 Biofilm formation - Vibrio cholerae [PATH:ko05111],K02458  gspI; general secretion pathway protein I
1771,WP_014951311.1,K02458,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02044 Secretion system [BR:ko02044],K02458  gspI; general secretion pathway protein I
1772,WP_014951320.1,K01529,09100 Metabolism,09104 Nucleotide metabolism,00230 Purine metabolism [PATH:ko00230],K01529  yjjX; inosine/xanthosine triphosphatase [EC:3.6.1.73]
1773,WP_014951321.1,K20881,09100 Metabolism,09104 Nucleotide metabolism,00230 Purine metabolism [PATH:ko00230],K20881  yrfG; GMP/IMP 5'-nucleotidase [EC:3.1.3.-]
1774,WP_014951322.1,K08312,09100 Metabolism,09104 Nucleotide metabolism,00230 Purine metabolism [PATH:ko00230],K08312  nudE; ADP-ribose diphosphatase [EC:3.6.1.-]
1775,WP_014951329.1,K07019,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99997 Function unknown,K07019  K07019; uncharacterized protein
1776,WP_014951335.1,K03772,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03110 Chaperones and folding catalysts [BR:ko03110],K03772  fkpA; FKBP-type peptidyl-prolyl cis-trans isomerase FkpA [EC:5.2.1.8]
1777,WP_014951337.1,K04760,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03021 Transcription machinery [BR:ko03021],K04760  greB; transcription elongation factor GreB
1778,WP_014951369.1,K07400,09190 Not Included in Pathway or Brite,09192 Unclassified: genetic information processing,99975 Protein processing,K07400  nfuA; Fe/S biogenesis protein NfuA
1779,WP_014951372.1,,,,,
1780,WP_014951376.1,,,,,
1781,WP_014951383.1,K02276,09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ko00190],"K02276  coxC, ctaE; cytochrome c oxidase subunit III [EC:7.1.1.9]"
1782,WP_014951384.1,K02258,09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ko00190],"K02258  COX11, ctaG; cytochrome c oxidase assembly protein subunit 11"
1783,WP_014951384.1,K02258,09150 Organismal Systems,09159 Environmental adaptation,04714 Thermogenesis [PATH:ko04714],"K02258  COX11, ctaG; cytochrome c oxidase assembly protein subunit 11"
1784,WP_014951384.1,K02258,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03029 Mitochondrial biogenesis [BR:ko03029],"K02258  COX11, ctaG; cytochrome c oxidase assembly protein subunit 11"
1785,WP_014951387.1,K01356,09180 Brite Hierarchies,09181 Protein families: metabolism,01002 Peptidases and inhibitors [BR:ko01002],K01356  lexA; repressor LexA [EC:3.4.21.88]
1786,WP_014951387.1,K01356,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03400 DNA repair and recombination proteins [BR:ko03400],K01356  lexA; repressor LexA [EC:3.4.21.88]
1787,WP_014951390.1,K00631,09100 Metabolism,09103 Lipid metabolism,00561 Glycerolipid metabolism [PATH:ko00561],K00631  plsB; glycerol-3-phosphate O-acyltransferase [EC:2.3.1.15]
1788,WP_014951390.1,K00631,09100 Metabolism,09103 Lipid metabolism,00564 Glycerophospholipid metabolism [PATH:ko00564],K00631  plsB; glycerol-3-phosphate O-acyltransferase [EC:2.3.1.15]
1789,WP_014951390.1,K00631,09180 Brite Hierarchies,09181 Protein families: metabolism,01004 Lipid biosynthesis proteins [BR:ko01004],K00631  plsB; glycerol-3-phosphate O-acyltransferase [EC:2.3.1.15]
1790,WP_014951393.1,,,,,
1791,WP_014951396.1,K00053,09100 Metabolism,09105 Amino acid metabolism,"00290 Valine, leucine and isoleucine biosynthesis [PATH:ko00290]",K00053  ilvC; ketol-acid reductoisomerase [EC:1.1.1.86]
1792,WP_014951396.1,K00053,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00770 Pantothenate and CoA biosynthesis [PATH:ko00770],K00053  ilvC; ketol-acid reductoisomerase [EC:1.1.1.86]
1793,WP_014951406.1,,,,,
1794,WP_014951413.1,,,,,
1795,WP_014951417.1,K00931,09100 Metabolism,09105 Amino acid metabolism,00330 Arginine and proline metabolism [PATH:ko00330],K00931  proB; glutamate 5-kinase [EC:2.7.2.11]
1796,WP_014951417.1,K00931,09100 Metabolism,09110 Biosynthesis of other secondary metabolites,00332 Carbapenem biosynthesis [PATH:ko00332],K00931  proB; glutamate 5-kinase [EC:2.7.2.11]
1797,WP_014951422.1,,,,,
1798,WP_014951427.1,,,,,
1799,WP_014951429.1,,,,,
1800,WP_014951430.1,K04085,09120 Genetic Information Processing,"09123 Folding, sorting and degradation",04122 Sulfur relay system [PATH:ko04122],"K04085  tusA, sirA; tRNA 2-thiouridine synthesizing protein A [EC:2.8.1.-]"
1801,WP_014951430.1,K04085,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03016 Transfer RNA biogenesis [BR:ko03016],"K04085  tusA, sirA; tRNA 2-thiouridine synthesizing protein A [EC:2.8.1.-]"
1802,WP_014951432.1,K00989,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03016 Transfer RNA biogenesis [BR:ko03016],K00989  rph; ribonuclease PH [EC:2.7.7.56]
1803,WP_014951442.1,,,,,
1804,WP_014951444.1,K07443,09190 Not Included in Pathway or Brite,09192 Unclassified: genetic information processing,99976 Replication and repair,K07443  ybaZ; methylated-DNA-protein-cysteine methyltransferase related protein
1805,WP_014951448.1,K02114,09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ko00190],"K02114  ATPF1E, atpC; F-type H+-transporting ATPase subunit epsilon"
1806,WP_014951448.1,K02114,09100 Metabolism,09102 Energy metabolism,00195 Photosynthesis [PATH:ko00195],"K02114  ATPF1E, atpC; F-type H+-transporting ATPase subunit epsilon"
1807,WP_014951448.1,K02114,09180 Brite Hierarchies,09181 Protein families: metabolism,00194 Photosynthesis proteins [BR:ko00194],"K02114  ATPF1E, atpC; F-type H+-transporting ATPase subunit epsilon"
1808,WP_014951450.1,K02111,09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ko00190],"K02111  ATPF1A, atpA; F-type H+/Na+-transporting ATPase subunit alpha [EC:7.1.2.2 7.2.2.1]"
1809,WP_014951450.1,K02111,09100 Metabolism,09102 Energy metabolism,00195 Photosynthesis [PATH:ko00195],"K02111  ATPF1A, atpA; F-type H+/Na+-transporting ATPase subunit alpha [EC:7.1.2.2 7.2.2.1]"
1810,WP_014951450.1,K02111,09180 Brite Hierarchies,09181 Protein families: metabolism,00194 Photosynthesis proteins [BR:ko00194],"K02111  ATPF1A, atpA; F-type H+/Na+-transporting ATPase subunit alpha [EC:7.1.2.2 7.2.2.1]"
1811,WP_014951451.1,K02113,09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ko00190],"K02113  ATPF1D, atpH; F-type H+-transporting ATPase subunit delta"
1812,WP_014951451.1,K02113,09100 Metabolism,09102 Energy metabolism,00195 Photosynthesis [PATH:ko00195],"K02113  ATPF1D, atpH; F-type H+-transporting ATPase subunit delta"
1813,WP_014951451.1,K02113,09180 Brite Hierarchies,09181 Protein families: metabolism,00194 Photosynthesis proteins [BR:ko00194],"K02113  ATPF1D, atpH; F-type H+-transporting ATPase subunit delta"
1814,WP_014951452.1,K02109,09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ko00190],"K02109  ATPF0B, atpF; F-type H+-transporting ATPase subunit b"
1815,WP_014951452.1,K02109,09100 Metabolism,09102 Energy metabolism,00195 Photosynthesis [PATH:ko00195],"K02109  ATPF0B, atpF; F-type H+-transporting ATPase subunit b"
1816,WP_014951452.1,K02109,09180 Brite Hierarchies,09181 Protein families: metabolism,00194 Photosynthesis proteins [BR:ko00194],"K02109  ATPF0B, atpF; F-type H+-transporting ATPase subunit b"
1817,WP_014951454.1,K03497,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03000 Transcription factors [BR:ko03000],"K03497  parB, spo0J; ParB family transcriptional regulator, chromosome partitioning protein"
1818,WP_014951454.1,K03497,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03036 Chromosome and associated proteins [BR:ko03036],"K03497  parB, spo0J; ParB family transcriptional regulator, chromosome partitioning protein"
1819,WP_014951454.1,K03497,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,04812 Cytoskeleton proteins [BR:ko04812],"K03497  parB, spo0J; ParB family transcriptional regulator, chromosome partitioning protein"
1820,WP_014951455.1,K03496,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03036 Chromosome and associated proteins [BR:ko03036],"K03496  parA, soj; chromosome partitioning protein"
1821,WP_014951455.1,K03496,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,04812 Cytoskeleton proteins [BR:ko04812],"K03496  parA, soj; chromosome partitioning protein"
1822,WP_014951456.1,K03501,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03009 Ribosome biogenesis [BR:ko03009],"K03501  gidB, rsmG; 16S rRNA (guanine527-N7)-methyltransferase [EC:2.1.1.170]"
1823,WP_014951456.1,K03501,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03036 Chromosome and associated proteins [BR:ko03036],"K03501  gidB, rsmG; 16S rRNA (guanine527-N7)-methyltransferase [EC:2.1.1.170]"
1824,WP_014951458.1,K02315,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03032 DNA replication proteins [BR:ko03032],K02315  dnaC; DNA replication protein DnaC
1825,WP_014951464.1,K08998,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99997 Function unknown,K08998  K08998; uncharacterized protein
1826,WP_014975249.1,K03978,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03036 Chromosome and associated proteins [BR:ko03036],K03978  engB; GTP-binding protein
1827,WP_014975255.1,K04096,09190 Not Included in Pathway or Brite,09192 Unclassified: genetic information processing,99976 Replication and repair,K04096  smf; DNA processing protein
1828,WP_014975255.1,K04096,09190 Not Included in Pathway or Brite,09193 Unclassified: signaling and cellular processes,99979 Unclassified viral proteins,K04096  smf; DNA processing protein
1829,WP_014975256.1,K07479,09190 Not Included in Pathway or Brite,09192 Unclassified: genetic information processing,99976 Replication and repair,K07479  yrdD; putative DNA topoisomerase
1830,WP_014975257.1,K07566,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03009 Ribosome biogenesis [BR:ko03009],"K07566  tsaC, rimN, SUA5; L-threonylcarbamoyladenylate synthase [EC:2.7.7.87]"
1831,WP_014975257.1,K07566,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03016 Transfer RNA biogenesis [BR:ko03016],"K07566  tsaC, rimN, SUA5; L-threonylcarbamoyladenylate synthase [EC:2.7.7.87]"
1832,WP_014975262.1,K12976,09100 Metabolism,09107 Glycan biosynthesis and metabolism,00540 Lipopolysaccharide biosynthesis [PATH:ko00540],K12976  pagL; lipid A 3-O-deacylase [EC:3.1.1.-]
1833,WP_014975262.1,K12976,09180 Brite Hierarchies,09181 Protein families: metabolism,01005 Lipopolysaccharide biosynthesis proteins [BR:ko01005],K12976  pagL; lipid A 3-O-deacylase [EC:3.1.1.-]
1834,WP_014975276.1,K03181,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00130 Ubiquinone and other terpenoid-quinone biosynthesis [PATH:ko00130],K03181  ubiC; chorismate lyase [EC:4.1.3.40]
1835,WP_014975316.1,,,,,
1836,WP_014975317.1,K00556,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03016 Transfer RNA biogenesis [BR:ko03016],K00556  trmH; tRNA (guanosine-2'-O-)-methyltransferase [EC:2.1.1.34]
1837,WP_014975318.1,K03655,09120 Genetic Information Processing,09124 Replication and repair,03440 Homologous recombination [PATH:ko03440],K03655  recG; ATP-dependent DNA helicase RecG [EC:5.6.2.4]
1838,WP_014975318.1,K03655,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03400 DNA repair and recombination proteins [BR:ko03400],K03655  recG; ATP-dependent DNA helicase RecG [EC:5.6.2.4]
1839,WP_014975321.1,K02011,09130 Environmental Information Processing,09131 Membrane transport,02010 ABC transporters [PATH:ko02010],"K02011  afuB, fbpB; iron(III) transport system permease protein"
1840,WP_014975321.1,K02011,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ko02000],"K02011  afuB, fbpB; iron(III) transport system permease protein"
1841,WP_014975326.1,,,,,
1842,WP_014975330.1,K06895,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ko02000],"K06895  lysE, argO; L-lysine exporter family protein LysE/ArgO"
1843,WP_014975331.1,,,,,
1844,WP_014975342.1,K00799,09100 Metabolism,09106 Metabolism of other amino acids,00480 Glutathione metabolism [PATH:ko00480],"K00799  GST, gst; glutathione S-transferase [EC:2.5.1.18]"
1845,WP_014975342.1,K00799,09100 Metabolism,09111 Xenobiotics biodegradation and metabolism,00980 Metabolism of xenobiotics by cytochrome P450 [PATH:ko00980],"K00799  GST, gst; glutathione S-transferase [EC:2.5.1.18]"
1846,WP_014975342.1,K00799,09100 Metabolism,09111 Xenobiotics biodegradation and metabolism,00982 Drug metabolism - cytochrome P450 [PATH:ko00982],"K00799  GST, gst; glutathione S-transferase [EC:2.5.1.18]"
1847,WP_014975342.1,K00799,09100 Metabolism,09111 Xenobiotics biodegradation and metabolism,00983 Drug metabolism - other enzymes [PATH:ko00983],"K00799  GST, gst; glutathione S-transferase [EC:2.5.1.18]"
1848,WP_014975342.1,K00799,09150 Organismal Systems,09149 Aging,04212 Longevity regulating pathway - worm [PATH:ko04212],"K00799  GST, gst; glutathione S-transferase [EC:2.5.1.18]"
1849,WP_014975342.1,K00799,09160 Human Diseases,09161 Cancer: overview,05200 Pathways in cancer [PATH:ko05200],"K00799  GST, gst; glutathione S-transferase [EC:2.5.1.18]"
1850,WP_014975342.1,K00799,09160 Human Diseases,09161 Cancer: overview,05204 Chemical carcinogenesis - DNA adducts [PATH:ko05204],"K00799  GST, gst; glutathione S-transferase [EC:2.5.1.18]"
1851,WP_014975342.1,K00799,09160 Human Diseases,09161 Cancer: overview,05207 Chemical carcinogenesis - receptor activation [PATH:ko05207],"K00799  GST, gst; glutathione S-transferase [EC:2.5.1.18]"
1852,WP_014975342.1,K00799,09160 Human Diseases,09161 Cancer: overview,05208 Chemical carcinogenesis - reactive oxygen species [PATH:ko05208],"K00799  GST, gst; glutathione S-transferase [EC:2.5.1.18]"
1853,WP_014975342.1,K00799,09160 Human Diseases,09162 Cancer: specific types,05225 Hepatocellular carcinoma [PATH:ko05225],"K00799  GST, gst; glutathione S-transferase [EC:2.5.1.18]"
1854,WP_014975342.1,K00799,09160 Human Diseases,09166 Cardiovascular disease,05418 Fluid shear stress and atherosclerosis [PATH:ko05418],"K00799  GST, gst; glutathione S-transferase [EC:2.5.1.18]"
1855,WP_014975342.1,K00799,09160 Human Diseases,09176 Drug resistance: antineoplastic,01524 Platinum drug resistance [PATH:ko01524],"K00799  GST, gst; glutathione S-transferase [EC:2.5.1.18]"
1856,WP_014975342.1,K00799,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ko02000],"K00799  GST, gst; glutathione S-transferase [EC:2.5.1.18]"
1857,WP_014975357.1,K03186,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00740 Riboflavin metabolism [PATH:ko00740],"K03186  ubiX, bsdB, PAD1; flavin prenyltransferase [EC:2.5.1.129]"
1858,WP_014975357.1,K03186,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00130 Ubiquinone and other terpenoid-quinone biosynthesis [PATH:ko00130],"K03186  ubiX, bsdB, PAD1; flavin prenyltransferase [EC:2.5.1.129]"
1859,WP_014975357.1,K03186,09100 Metabolism,09109 Metabolism of terpenoids and polyketides,00900 Terpenoid backbone biosynthesis [PATH:ko00900],"K03186  ubiX, bsdB, PAD1; flavin prenyltransferase [EC:2.5.1.129]"
1860,WP_014975357.1,K03186,09100 Metabolism,09110 Biosynthesis of other secondary metabolites,00940 Phenylpropanoid biosynthesis [PATH:ko00940],"K03186  ubiX, bsdB, PAD1; flavin prenyltransferase [EC:2.5.1.129]"
1861,WP_014975357.1,K03186,09100 Metabolism,09111 Xenobiotics biodegradation and metabolism,00627 Aminobenzoate degradation [PATH:ko00627],"K03186  ubiX, bsdB, PAD1; flavin prenyltransferase [EC:2.5.1.129]"
1862,WP_014975360.1,,,,,
1863,WP_014975361.1,K07107,09190 Not Included in Pathway or Brite,09191 Unclassified: metabolism,99980 Enzymes with EC numbers,K07107  ybgC; acyl-CoA thioester hydrolase [EC:3.1.2.-]
1864,WP_014975362.1,,,,,
1865,WP_014975363.1,,,,,
1866,WP_014975364.1,K04046,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03110 Chaperones and folding catalysts [BR:ko03110],K04046  yegD; hypothetical chaperone protein
1867,WP_014975365.1,K03701,09120 Genetic Information Processing,09124 Replication and repair,03420 Nucleotide excision repair [PATH:ko03420],K03701  uvrA; excinuclease ABC subunit A
1868,WP_014975365.1,K03701,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03400 DNA repair and recombination proteins [BR:ko03400],K03701  uvrA; excinuclease ABC subunit A
1869,WP_014975370.1,,,,,
1870,WP_014975371.1,K01785,09100 Metabolism,09101 Carbohydrate metabolism,00010 Glycolysis / Gluconeogenesis [PATH:ko00010],"K01785  galM, GALM; aldose 1-epimerase [EC:5.1.3.3]"
1871,WP_014975371.1,K01785,09100 Metabolism,09101 Carbohydrate metabolism,00052 Galactose metabolism [PATH:ko00052],"K01785  galM, GALM; aldose 1-epimerase [EC:5.1.3.3]"
1872,WP_014975374.1,K03307,09190 Not Included in Pathway or Brite,09193 Unclassified: signaling and cellular processes,99977 Transport,"K03307  TC.SSS; solute:Na+ symporter, SSS family"
1873,WP_014975444.1,K02961,09120 Genetic Information Processing,09122 Translation,03010 Ribosome [PATH:ko03010],"K02961  RP-S17, MRPS17, rpsQ; small subunit ribosomal protein S17"
1874,WP_014975444.1,K02961,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03011 Ribosome [BR:ko03011],"K02961  RP-S17, MRPS17, rpsQ; small subunit ribosomal protein S17"
1875,WP_014975445.1,,,,,
1876,WP_014975446.1,K02527,09100 Metabolism,09107 Glycan biosynthesis and metabolism,00540 Lipopolysaccharide biosynthesis [PATH:ko00540],"K02527  kdtA, waaA; 3-deoxy-D-manno-octulosonic-acid transferase [EC:2.4.99.12 2.4.99.13 2.4.99.14 2.4.99.15]"
1877,WP_014975446.1,K02527,09180 Brite Hierarchies,09181 Protein families: metabolism,01005 Lipopolysaccharide biosynthesis proteins [BR:ko01005],"K02527  kdtA, waaA; 3-deoxy-D-manno-octulosonic-acid transferase [EC:2.4.99.12 2.4.99.13 2.4.99.14 2.4.99.15]"
1878,WP_014975448.1,,,,,
1879,WP_014975451.1,,,,,
1880,WP_014975452.1,,,,,
1881,WP_014975453.1,,,,,
1882,WP_014975454.1,K01433,09100 Metabolism,09101 Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K01433  purU; formyltetrahydrofolate deformylase [EC:3.5.1.10]
1883,WP_014975454.1,K01433,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00670 One carbon pool by folate [PATH:ko00670],K01433  purU; formyltetrahydrofolate deformylase [EC:3.5.1.10]
1884,WP_014975455.1,K01975,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03016 Transfer RNA biogenesis [BR:ko03016],"K01975  thpR; RNA 2',3'-cyclic 3'-phosphodiesterase [EC:3.1.4.58]"
1885,WP_014975457.1,,,,,
1886,WP_014975458.1,K08305,09180 Brite Hierarchies,09181 Protein families: metabolism,01011 Peptidoglycan biosynthesis and degradation proteins [BR:ko01011],K08305  mltB; membrane-bound lytic murein transglycosylase B [EC:4.2.2.-]
1887,WP_014975459.1,K05365,09100 Metabolism,09107 Glycan biosynthesis and metabolism,00550 Peptidoglycan biosynthesis [PATH:ko00550],K05365  mrcB; penicillin-binding protein 1B [EC:2.4.1.129 3.4.16.4]
1888,WP_014975459.1,K05365,09180 Brite Hierarchies,09181 Protein families: metabolism,01003 Glycosyltransferases [BR:ko01003],K05365  mrcB; penicillin-binding protein 1B [EC:2.4.1.129 3.4.16.4]
1889,WP_014975459.1,K05365,09180 Brite Hierarchies,09181 Protein families: metabolism,01011 Peptidoglycan biosynthesis and degradation proteins [BR:ko01011],K05365  mrcB; penicillin-binding protein 1B [EC:2.4.1.129 3.4.16.4]
1890,WP_014975460.1,,,,,
1891,WP_014975461.1,K09781,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99997 Function unknown,K09781  K09781; uncharacterized protein
1892,WP_014975462.1,,,,,
1893,WP_014975463.1,,,,,
1894,WP_014975464.1,,,,,
1895,WP_014975465.1,K01768,09100 Metabolism,09104 Nucleotide metabolism,00230 Purine metabolism [PATH:ko00230],K01768  E4.6.1.1; adenylate cyclase [EC:4.6.1.1]
1896,WP_014975465.1,K01768,09140 Cellular Processes,09143 Cell growth and death,04113 Meiosis - yeast [PATH:ko04113],K01768  E4.6.1.1; adenylate cyclase [EC:4.6.1.1]
1897,WP_014975465.1,K01768,09140 Cellular Processes,09145 Cellular community - prokaryotes,02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025],K01768  E4.6.1.1; adenylate cyclase [EC:4.6.1.1]
1898,WP_014975465.1,K01768,09150 Organismal Systems,09149 Aging,04213 Longevity regulating pathway - multiple species [PATH:ko04213],K01768  E4.6.1.1; adenylate cyclase [EC:4.6.1.1]
1899,WP_014975466.1,K00609,09100 Metabolism,09104 Nucleotide metabolism,00240 Pyrimidine metabolism [PATH:ko00240],"K00609  pyrB, PYR2; aspartate carbamoyltransferase catalytic subunit [EC:2.1.3.2]"
1900,WP_014975466.1,K00609,09100 Metabolism,09105 Amino acid metabolism,"00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]","K00609  pyrB, PYR2; aspartate carbamoyltransferase catalytic subunit [EC:2.1.3.2]"
1901,WP_014975468.1,,,,,
1902,WP_014975469.1,,,,,
1903,WP_014975470.1,K07678,09130 Environmental Information Processing,09132 Signal transduction,02020 Two-component system [PATH:ko02020],"K07678  barA, gacS, varS; two-component system, NarL family, sensor histidine kinase BarA [EC:2.7.13.3]"
1904,WP_014975470.1,K07678,09140 Cellular Processes,09145 Cellular community - prokaryotes,05111 Biofilm formation - Vibrio cholerae [PATH:ko05111],"K07678  barA, gacS, varS; two-component system, NarL family, sensor histidine kinase BarA [EC:2.7.13.3]"
1905,WP_014975470.1,K07678,09140 Cellular Processes,09145 Cellular community - prokaryotes,02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025],"K07678  barA, gacS, varS; two-component system, NarL family, sensor histidine kinase BarA [EC:2.7.13.3]"
1906,WP_014975470.1,K07678,09140 Cellular Processes,09145 Cellular community - prokaryotes,02026 Biofilm formation - Escherichia coli [PATH:ko02026],"K07678  barA, gacS, varS; two-component system, NarL family, sensor histidine kinase BarA [EC:2.7.13.3]"
1907,WP_014975470.1,K07678,09180 Brite Hierarchies,09181 Protein families: metabolism,01001 Protein kinases [BR:ko01001],"K07678  barA, gacS, varS; two-component system, NarL family, sensor histidine kinase BarA [EC:2.7.13.3]"
1908,WP_014975470.1,K07678,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02022 Two-component system [BR:ko02022],"K07678  barA, gacS, varS; two-component system, NarL family, sensor histidine kinase BarA [EC:2.7.13.3]"
1909,WP_014975482.1,K11209,09190 Not Included in Pathway or Brite,09191 Unclassified: metabolism,99980 Enzymes with EC numbers,"K11209  yghU, yfcG; GSH-dependent disulfide-bond oxidoreductase [EC:1.8.4.-]"
